tiempo,es_diurno,azimut_deg,elevacion_deg,phi_newton_rad,beta_newton_rad,error_newton_deg,iter_newton,ok_newton,motivo_newton,phi_grad_rad,beta_grad_rad,error_grad_deg,iter_grad,ok_grad,motivo_grad,alpha_grad
2026-02-03T07:06:00-05:00,True,106.62536922778736,9.343373481343479,1.4007427917866506,0.2862083297501877,0.0,4,True,norma(F) < eps_f,1.4008622665193116,0.28621684515051093,0.006585026625301093,19,True,OK,0.45
2026-02-03T07:07:00-05:00,True,106.63617608105008,9.58073441299033,1.3964200908752207,0.28619097379597425,0.0,4,True,norma(F) < eps_f,1.3965403245862227,0.2861996227150332,0.006627231158512675,19,True,OK,0.45
2026-02-03T07:08:00-05:00,True,106.64729801588571,9.818172731015393,1.3920957545742427,0.2861736402721169,0.0,4,True,norma(F) < eps_f,1.3922167540886008,0.2861824244469735,0.006669820656277063,19,True,OK,0.45
2026-02-03T07:09:00-05:00,True,106.65873606989203,10.055682567607041,1.387769882317932,0.28615632855968354,0.0,4,True,norma(F) < eps_f,1.3878916545358457,0.28616524975230706,0.0067127994645581075,19,True,OK,0.45
2026-02-03T07:10:00-05:00,True,106.67049131038092,10.293258472644027,1.3834425659011613,0.28613903811649277,0.0,4,True,norma(F) < eps_f,1.3835651177974686,0.2861480981146969,0.006756171913768504,19,True,OK,0.45
2026-02-03T07:11:00-05:00,True,106.68256483457559,10.530895374580025,1.3791138901901443,0.28612176846912507,0.0,4,True,norma(F) < eps_f,1.379237228817277,0.28613096908700064,0.006799942477562878,19,True,OK,0.45
2026-02-03T07:12:00-05:00,True,106.69495776965864,10.768588545013893,1.374783933766177,0.2861045192036493,0.0,4,True,norma(F) < eps_f,1.374908066258591,0.28611386228152846,0.006844115872215456,19,True,OK,0.45
2026-02-03T07:13:00-05:00,True,106.70767127376361,11.006333571283845,1.3704527694225705,0.28608728996889127,0.0,4,True,norma(F) < eps_f,1.3705777029963677,0.2860967773745393,0.006888696728723586,19,True,OK,0.45
2026-02-03T07:14:00-05:00,True,106.72070653510099,11.244126323407123,1.366120464766032,0.2860700804568884,0.0,4,True,norma(F) < eps_f,1.3662462067237122,0.2860797140880056,0.006933690223590373,19,True,OK,0.45
2026-02-03T07:15:00-05:00,True,106.73406477294901,11.481962932639158,1.3617870826050391,0.2860528904072936,0.0,4,True,norma(F) < eps_f,1.3619136403368062,0.2860626721881143,0.006979101066134778,19,True,OK,0.45
2026-02-03T07:16:00-05:00,True,106.74774723773064,11.719839768140096,1.357452681373402,0.28603571960074126,0.0,4,True,norma(F) < eps_f,1.3575800623583376,0.2860456514872656,0.0070249344964225064,19,True,OK,0.45
2026-02-03T07:17:00-05:00,True,106.76175521125681,11.957753416290533,1.3531173155054697,0.286018567855051,0.0,4,True,norma(F) < eps_f,1.3532455273144475,0.28602865183183224,0.007071195904314636,19,True,OK,0.45
2026-02-03T07:18:00-05:00,True,106.77609001699788,12.195700824192654,1.3487810328190346,0.28600143501256114,0.0,4,True,norma(F) < eps_f,1.3489100831180494,0.2860116730954154,0.007117890616607762,19,True,OK,0.45
2026-02-03T07:19:00-05:00,True,106.79075298086336,12.433678640438009,1.3444438865281556,0.2859843209736098,0.0,4,True,norma(F) < eps_f,1.3445737830787587,0.28599471520932007,0.007165024150204549,19,True,OK,0.45
2026-02-03T07:20:00-05:00,True,106.80574549010518,12.67168416147292,1.340105917994455,0.2859672256365663,0.0,4,True,norma(F) < eps_f,1.3402366686579015,0.28597777810485114,0.0072126023036871165,19,True,OK,0.45
2026-02-03T07:21:00-05:00,True,106.82106895538452,12.909714679387648,1.3357671686109183,0.28595014894160387,0.0,4,True,norma(F) < eps_f,1.335898781346546,0.2859608617557796,0.007260630692868828,19,True,OK,0.45
2026-02-03T07:22:00-05:00,True,106.83672481965851,13.147767626374238,1.3314276771687221,0.28593309084452206,0.0,4,True,norma(F) < eps_f,1.331560160041323,0.2859439661513641,0.007309115301814407,19,True,OK,0.45
2026-02-03T07:23:00-05:00,True,106.85271455934188,13.385840567171435,1.3270874799925834,0.2859160513248859,0.0,4,True,norma(F) < eps_f,1.3272208411720943,0.28592709130434435,0.007358062169937813,19,True,OK,0.45
2026-02-03T07:24:00-05:00,True,106.86903968423792,13.623931185625828,1.3227466111843007,0.28589903038138537,0.0,4,True,norma(F) < eps_f,1.322880858946749,0.28591023724944264,0.007407477435648632,19,True,OK,0.45
2026-02-03T07:25:00-05:00,True,106.88570173801028,13.862037277201711,1.3184051027576387,0.28588202803045154,0.0,4,True,norma(F) < eps_f,1.3185402454905795,0.2858934040393668,0.007457367622511224,19,True,OK,0.45
2026-02-03T07:26:00-05:00,True,106.90270229847586,14.100156739978626,1.3140629848008145,0.2858650443045972,0.0,4,True,norma(F) < eps_f,1.314199031003188,0.2858765917420625,0.007507739039927063,19,True,OK,0.45
2026-02-03T07:27:00-05:00,True,106.92004298983359,14.33828772653927,1.3097202827045884,0.2858480792420945,0.0,4,True,norma(F) < eps_f,1.3098572409899214,0.2858598004342183,0.007558598075524202,19,True,OK,0.45
2026-02-03T07:28:00-05:00,True,106.93772543572972,14.576427998152486,1.3053770289390798,0.28583113292192763,0.0,4,True,norma(F) < eps_f,1.3055149080379582,0.2858430302334902,0.007609951811113074,19,True,OK,0.45
2026-02-03T07:29:00-05:00,True,106.95575133022031,14.81457587626466,1.3010332456990261,0.28581420540857116,0.0,4,True,norma(F) < eps_f,1.301172054460456,0.28582628124279585,0.007661806758308908,19,True,OK,0.45
2026-02-03T07:30:00-05:00,True,106.97412239128948,15.052729597771037,1.2966889566602684,0.285797296786884,0.0,4,True,norma(F) < eps_f,1.2968287040553736,0.2858095535862859,0.007714170007217307,19,True,OK,0.45
2026-02-03T07:31:00-05:00,True,106.99284037288854,15.290887469176019,1.292344184166658,0.28578040715226094,0.0,4,True,norma(F) < eps_f,1.2924848792907344,0.28579284740259947,0.007767048920966295,19,True,OK,0.45
2026-02-03T07:32:00-05:00,True,107.01190706529762,15.529047861087422,1.287998949328781,0.28576353660994636,0.0,4,True,norma(F) < eps_f,1.288140601404308,0.28577616283587126,0.007820450655703701,19,True,OK,0.45
2026-02-03T07:33:00-05:00,True,107.03132429566062,15.767209205287163,1.2836532720756901,0.2857466852740738,0.0,4,True,norma(F) < eps_f,1.2837958904542983,0.2857595000444746,0.007874382440538142,19,True,OK,0.45
2026-02-03T07:34:00-05:00,True,107.0510939279935,16.00536998730096,1.2793071712889648,0.2857298532647074,0.0,4,True,norma(F) < eps_f,1.2794507654534941,0.2857428591912792,0.0079288521678516,19,True,OK,0.45
2026-02-03T07:35:00-05:00,True,107.07121786449979,16.243528746363374,1.274960664800768,0.28571304071653236,0.0,4,True,norma(F) < eps_f,1.275105244369275,0.28572624045564154,0.007983867406961982,19,True,OK,0.45
2026-02-03T07:36:00-05:00,True,107.09169804474632,16.48168406692586,1.270613769548305,0.28569624776438246,0.0,4,True,norma(F) < eps_f,1.270759344275982,0.28570964401816723,0.008039436180656888,19,True,OK,0.45
